t,cmd,alpha,u,mach,h,delta
0.0,-10.0,0.0,30.000000834826057,3.3556542322803384,9346.095644393174,0.0
1.0e-6,-10.0,5.532774267020504e-7,30.000000834826057,3.355654199850749,9346.095644393168,5.8900699132959036e-9
6.511316e-6,-10.0,3.602551272393785e-6,30.000000834826057,3.3556540211210524,9346.095644392964,2.4962539174216974e-7
2.4509287e-5,-10.0,1.3560245894262451e-5,30.000000834826057,3.35565343745451,9346.095644390225,3.5323179368326875e-6
5.0460643e-5,-10.0,2.7916170210969517e-5,30.000000834826057,3.3556525958636447,9346.095644380683,1.4945368198686408e-5
7.4963515e-5,-10.0,4.147218812834758e-5,30.000000834826057,3.35565180124708,9346.095644365607,3.2926664701206806e-5
0.00010429404,-10.0,5.7695955141153665e-5,30.000000834826057,3.355650850072578,9346.095644339815,6.360113517126385e-5
0.00013363478,-10.0,7.390994290712129e-5,30.000000834826057,3.3556498985676035,9346.095644305577,0.00010420345753276755
0.00016484156,-10.0,9.119273034519336e-5,30.000000834826057,3.3556488865485963,9346.095644259902,0.0001582034299962543
0.00020055643,-10.0,0.00011090575560699881,30.000000834826057,3.3556477283363386,9346.095644195935,0.000233590660363472
0.00024214006,-10.0,0.00013395602253593288,30.000000834826057,3.3556463798048277,9346.095644105702,0.00033949534375714015
0.00027987396,-10.0,0.0001548157115771924,30.000000834826057,3.3556451561192207,9346.095644009121,0.000452336467617293
0.0003168418,-10.0,0.0001751004214862564,30.000000834826057,3.3556439572780907,9346.095643900893,0.0005782032286811564
0.00035460552,-10.0,0.0001960071606396309,30.000000834826057,3.3556427326278526,9346.0956437765,0.0007223043717245256
0.00039025405,-10.0,0.00021578943052662295,30.000000834826057,3.355641576573634,9346.095643646308,0.0008726143922967307
0.00042555487,-10.0,0.00023505206063771612,30.000000834826057,3.3556404317964557,9346.095643505336,0.001035015929476915
0.00045826772,-10.0,0.0002526861071177956,30.000000834826057,3.3556393709458865,9346.095643363735,0.001197463445722781
0.0004897792,-10.0,0.0002701221444968731,30.000000834826057,3.3556383490555555,9346.095643217559,0.0013647367491683587
0.00051900407,-10.0,0.00028630409946701316,30.000000834826057,3.3556374013195622,9346.095643073304,0.0015292711629073378
0.00054897636,-10.0,0.0003027582561904087,30.000000834826057,3.3556364293456586,9346.095642916844,0.0017073456068739197
0.0005747258,-10.0,0.0003165905420195568,30.000000834826057,3.3556355943150455,9346.095642775355,0.001867829529669455
0.00061430346,-10.0,0.0003381691774753473,30.000000834826057,3.355634310849734,9346.095642545431,0.0021279138973790026
0.0006441839,-10.0,0.0003547652476950702,30.000000834826057,3.355633341856433,9346.095642361706,0.002334965306612201
