t,cmd,alpha,u,mach,h
0.0,-10.0,0.0,2.4841381935792954,3.6865871846675873,7871.032118797302
0.0001235785786075588,-10.0,3.0940174015456936e-5,2.646846504247883,3.6865812043193102,7871.032118755259
0.0005010321607585692,-10.0,7.55854923115923e-5,3.0873487644275563,3.6865629383061442,7871.032118139913
0.0010996701637156615,-10.0,-1.9907567536288233e-5,3.640272780991395,3.686533968981615,7871.032115860072
0.001860621010428745,-10.0,-0.0004623162765994587,4.149195092735887,3.6864971457856277,7871.032111103751
0.0028782181354860092,-10.0,-0.0016585526277439445,4.599987995037928,3.686447904780467,7871.032102272738
0.004175935946617322,-10.0,-0.004240465779339444,4.943578897578146,3.686385112018615,7871.032088006173
0.005844114822600913,-10.0,-0.009345778038976205,5.184669193537598,3.686304400147128,7871.032066092778
0.00798100341284121,-10.0,-0.018828057432324158,5.345942366059435,3.6862010237806686,7871.032033641507
0.010717530093541141,-10.0,-0.03570595726491007,5.461772638539491,3.6860686657146613,7871.031986286122
0.014241494083985815,-10.0,-0.06498284005955968,5.560589049200007,3.685898276893359,7871.031916642871
0.0187930823892962,-10.0,-0.11468579713658898,5.654032892376363,3.685678313125446,7871.031811742918
0.024664924978993467,-10.0,-0.1971655683403428,5.736657016127251,3.6853947645526364,7871.031646103954
0.03230827525684279,-10.0,-0.3325255033264412,5.789900113228889,3.685026071720125,7871.031357383887
0.042513562388068395,-10.0,-0.5561698242469589,5.780762569836245,3.684534441442672,7871.03076449885
0.05582330380465845,-10.0,-0.9083756825341596,5.725482045327183,3.6838937593991,7871.029384771476
0.06462406514173408,-10.0,-1.171295033246822,5.82831004784012,3.683469698220104,7871.027889471989
0.07114856616007426,-10.0,-1.3783305213845358,5.607054907978042,3.6831547368911153,7871.026366932747
0.07736996741767228,-10.0,-1.5837717211048268,5.385528927424481,3.6828535751733975,7871.024513207441
0.08407126435094511,-10.0,-1.8123429249613157,5.236888257247681,3.682527880923532,7871.02199840173
0.09108414975735674,-10.0,-2.0580547165387366,5.085757400061487,3.682185157340055,7871.0186951499445
0.09827764383658577,-10.0,-2.315370253277372,4.9396988043543795,3.6818310466448403,7871.014480405639
0.10548818276801164,-10.0,-2.5770796203128454,4.795937971376262,3.6814728946903563,7871.009292710456
0.1126261331208852,-10.0,-2.8384642336766475,4.6501170606688,3.681114577169459,7871.003081003899
0.11967062070762015,-10.0,-3.0974342236037438,4.499596301148603,3.680756668755885,7870.995774396749
0.12665139865696498,-10.0,-3.3539636582021255,4.347249431688306,3.68039721113082,7870.98725580099
0.13361366806133146,-10.0,-3.608756836402544,4.198456579313127,3.6800333867979527,7870.977367095118
0.14058995676416036,-10.0,-3.8621478441330366,4.057052133023119,3.679662942782148,7870.965936499717
0.14758852176465886,-10.0,-4.11365150652749,3.9242993308999043,3.679284855831016,7870.952809715114
0.15460197175519894,-10.0,-4.362293029205247,3.7999962864464476,3.678898959823641,7870.937856974166
0.1616194438678739,-10.0,-4.607066234873355,3.6835120921265454,3.6785053413653688,7870.920963170337
0.1686333566025792,-10.0,-4.847200850988363,3.603834887484148,3.6781040182005116,7870.902015904309
0.17565636532183063,-10.0,-5.082842152708325,3.5038932226090655,3.677693890755279,7870.88085040705
0.18272424742072071,-10.0,-5.314775053036871,3.414989789672684,3.677272312570221,7870.857203788588
0.18975637410298044,-10.0,-5.539971104692967,3.3301541702926474,3.676843749849226,7870.831212434426
0.1967537930737786,-10.0,-5.758241435850498,3.2490574120168074,3.6764079916457137,7870.802783800058
0.20373555175914293,-10.0,-5.9699946087314775,3.1732202151425577,3.675963714693416,7870.77174580808
0.2107185125714033,-10.0,-6.175588001363654,3.1268440031004703,3.675509705276634,7870.737912360678
0.21762291212919777,-10.0,-6.372679018689154,3.056822096999339,3.6750511945548356,7870.701602028402
0.22458353763029223,-10.0,-6.56504239465982,2.997607604736339,3.6745791191156347,7870.6620074278235
0.23158879619519854,-10.0,-6.752126957896954,2.9471565884484416,3.674093989375968,7870.619017701352
0.23861523174996488,-10.0,-6.933155436652197,2.903151334124693,3.6735972680502123,7870.572622321332
0.24564265508636776,-10.0,-7.107549518069553,2.8637057332837696,3.6730903537475097,7870.522831629771
0.25266103203620927,-10.0,-7.275074218045344,2.8277160397581578,3.672574043642887,7870.46961853763
0.2596697600117338,-10.0,-7.435770486046793,2.7948215778294316,3.6720485120135478,7870.4129012876465
0.2666732233400623,-10.0,-7.589811794327592,2.7650568794371937,3.6715135831001766,7870.352559307402
0.273676419703172,-10.0,-7.737388025895344,2.7384992349410977,3.670969037444369,7870.28846097167
0.280682551965995,-10.0,-7.878663569682265,2.716087354226637,3.670414821943011,7870.220485464356
0.28774480265831776,-10.0,-8.01476190612596,2.6989290742629573,3.6698467860705666,7870.1479810972105
0.29478961494350686,-10.0,-8.144328064160728,2.682930414098243,3.6692709998369497,7870.071586427097
0.30181056375902043,-10.0,-8.26742609465496,2.667442762652444,3.668688312448341,7869.991327030154
0.308817395609411,-10.0,-8.384413756470963,2.652938446668127,3.668098243313523,7869.907049158521
0.31582188315095905,-10.0,-8.495654728575499,2.6399929940260987,3.6675001004104404,7869.818553873661
0.32283173754245326,-10.0,-8.60142151795224,2.6288641208428625,3.6668935011632198,7869.725672285867
0.329849443848341,-10.0,-8.701895852157604,2.6194776483408004,3.666278499571461,7869.628293676935
0.3368738484041089,-10.0,-8.797209471934448,2.6115749679876803,3.665655472576747,7869.526357896519
0.3439024611451935,-10.0,-8.887485400532357,2.6048603254085827,3.665024929339213,7869.419831258003
0.35093317124992207,-10.0,-8.972861541762043,2.599089275977388,3.664387358718285,7869.308683292947
0.35796496941050115,-10.0,-9.053495933119434,2.594095980984639,3.6637431581995594,7869.192873491252
0.3649978571928412,-10.0,-9.129560889508822,2.589779009708905,3.6630926350682333,7869.072349266852
0.37203238318945253,-10.0,-9.201234274846737,2.5860722748735547,3.662436043908328,7868.947050934243
0.3790691784654191,-10.0,-9.268692864776979,2.5829205059191755,3.6617736271249925,7868.816918496466
0.38610868819263483,-10.0,-9.332109278508462,2.5802671846906553,3.661105639289147,7868.681896475312
0.39315110891564525,-10.0,-9.391651567277847,2.5780529344156466,3.6604323530243557,7868.541935699282
0.40019646004294923,-10.0,-9.447484023345783,2.57621931563906,3.659754052164202,7868.396992565257
0.40724469189307,-10.0,-9.499768007658554,2.57471317070834,3.6590710210540407,7868.247027227466
0.41429577013931523,-10.0,-9.548662304074865,2.5734892150301656,3.6583835357965113,7868.092001866123
0.4213497122885367,-10.0,-9.594322971192389,2.5725104046469554,3.6576918600109654,7867.931879704173
0.42840658589578196,-10.0,-9.636902928444824,2.571746879532451,3.656996244375009,7867.766624775494
0.43546648339110267,-10.0,-9.676551478839748,2.5711742801838846,3.6562969286136364,7867.596202271469
0.4425295005992906,-10.0,-9.71341396305102,2.5707724196108144,3.655594143293915,7867.4205789027255
0.4495957241084624,-10.0,-9.747631544610346,2.5705244053656404,3.6548881108722915,7867.239723125755
0.45666522657203107,-10.0,-9.779341088343472,2.570416101885509,3.6541790460420542,7867.053605215207
0.4637380704338656,-10.0,-9.808675107806557,2.57043588077773,3.6534671552983893,7866.862197128449
0.47081431025472237,-10.0,-9.83576172290818,2.5705743442081146,3.6527526366880605,7866.6654723957945
0.47789399879642497,-10.0,-9.860724647267991,2.5708241626772783,3.6520356792201647,7866.463405894391
0.4849771893660417,-10.0,-9.883683173393203,2.571179822689332,3.651316462689986,7866.255973708458
0.4920639339397323,-10.0,-9.904752161204442,2.571637295631898,3.6505951579691325,7866.043153109771
0.4991542817516147,-10.0,-9.924042048177238,2.572193756898959,3.649871927285745,7865.824922534497
0.506248277878869,-10.0,-9.941658876767946,2.572847338719306,3.6491469245366175,7865.601261569019
0.5133459641744837,-10.0,-9.957704342095024,2.5735969650537283,3.6484202953853653,7865.372150868041
0.5204473764378048,-10.0,-9.972275842612246,2.574442125254548,3.6476921777669418,7865.137572196771
0.5275525462854395,-10.0,-9.985466552622881,2.5753827760296257,3.646962701929008,7864.897508327891
0.5346614987874113,-10.0,-9.99736549451054,2.5764191693001357,3.6462319909215246,7864.651943080524
0.5417742548099321,-10.0,-10.008057627697891,2.577551797489756,3.645500160614406,7864.4008612045245
0.5488908300633742,-10.0,-10.017623937400824,2.5787812828658807,3.6447673200618156,7864.144248376692
0.556011235563055,-10.0,-10.026141531394499,2.5801083101115343,3.644033571727537,7863.882091151194
0.5631354752587644,-10.0,-10.033683738107964,2.581533517034791,3.643299012006354,7863.614377017751
0.5702635497981565,-10.0,-10.040320215643357,2.5830575137887264,3.6425637311151737,7863.341094235492
0.5773954541567313,-10.0,-10.046117056230552,2.5846807930628004,3.6418278136168505,7863.062231894048
0.5845311790441763,-10.0,-10.051136897213727,2.5864037206518,3.6410913385536396,7862.77777983572
0.5916707099491304,-10.0,-10.055439031490536,2.588226489721641,3.640354379822044,7862.48772867021
0.598814027601528,-10.0,-10.05907952034589,2.590149107667213,3.6396170063979345,7862.19206973659
0.6059611093834824,-10.0,-10.06211130701455,2.5921714039783783,3.6388792824593015,7861.890795024838
0.6131119288487029,-10.0,-10.064584329182797,2.594293009542452,3.6381412676991487,7861.583897174749
0.6202664561889533,-10.0,-10.06654563181516,2.5965133567455667,3.637403017534746,7861.271369437208
0.6274246587018744,-10.0,-10.06803947925924,2.598831682853585,3.636664583310308,7860.953205635074
0.6345865007856043,-10.0,-10.069107466274732,2.601247028499979,3.6359260125415926,7860.629400145242
0.6417519439335383,-10.0,-10.069788627930361,2.603758238977417,3.6351873491530973,7860.299947882411
0.6489209481543025,-10.0,-10.070119548126051,2.6063639905079667,3.6344486335606674,7859.964844217332
0.6560934719696007,-10.0,-10.070134466100555,2.609062794817436,3.633709902893026,7859.62408495819
0.6632694728876234,-10.0,-10.069865381113944,2.6118530128760313,3.6329711911562557,7859.277666310355
0.6704489078776685,-10.0,-10.06934215502418,2.614732869677826,3.6322325293900843,7858.925584835329
0.6776317333700085,-10.0,-10.068592612667777,2.6177004624653213,3.631493945864871,7858.5678374327
0.6848179052557878,-10.0,-10.067642639942026,2.6207537697760097,3.6307554662702786,7858.204421323419
0.6920073807923875,-10.0,-10.066516279143865,2.6238906903247083,3.6300171136999633,7857.835333935769
