t,cmd,alpha,u,mach,h,delta
0.0,-10.0,0.0,0.7957545099580822,3.5954962536214325,10165.053622558149,0.0
4.5226475205777935e-6,-10.0,2.363183403864557e-6,0.798368420447736,3.595496089002791,10165.053622558049,3.1983862852175527e-9
2.5018437156452727e-5,-10.0,1.3072574461520238e-5,0.8102141811474601,3.595495342982273,10165.053622555079,9.821656633966202e-8
7.27805085193515e-5,-10.0,3.8028253513260754e-5,0.8378187746308955,3.595493604505676,10165.053622532167,8.379121477668419e-7
0.0001573061056039343,-10.0,8.219732109390427e-5,0.8866688926813031,3.5954905278908744,10165.053622436772,3.969542401745442e-6
0.0002428334563517018,-10.0,0.00012688103310472433,0.9360907899031705,3.5954874148211577,10165.053622268917,9.591090059956714e-6
0.00033251191487679576,-10.0,0.00017373612446346462,0.9879216614941463,3.5954841506653668,10165.053622015865,1.8238976085847613e-5
0.00044856525798340216,-10.0,0.00023438891954461293,1.0550250987752317,3.5954799265173394,10165.053621571287,3.378679369000124e-5
0.0005515310740069467,-10.0,0.0002881523270704247,1.1144888606484906,3.595476178745131,10165.053621066241,5.186431759186977e-5
0.0006652565660451868,-10.0,0.0003474730251127689,1.1801614607024016,3.5954720393526935,10165.053620387516,7.670359143224777e-5
0.0007937188554893405,-10.0,0.0004143806560650947,1.2544839937463124,3.5954673635847674,10165.053619468496,0.00011115705395313648
0.0009049763980253874,-10.0,0.0004724432253152881,1.3186913874066188,3.5954633140487027,10165.053618541726,0.00014668623162293268
0.001067560615234301,-10.0,0.0005571111157756167,1.4125595270031048,3.5954573963549,10165.05361696934,0.00020848437684727785
0.0012212449436772872,-10.0,0.0006369698312849604,1.5011149226026086,3.5954518026216715,10165.053615245643,0.0002781060332494539
0.0013682328102445557,-10.0,0.0007131388658557773,1.58581094745148,3.5954464526461956,10165.05361338023,0.0003552813530974954
0.001546848031441314,-10.0,0.0008065500415597799,1.6887647536034298,3.5954399515467586,10165.053610829536,0.00046350928104051434
0.0017170965584924153,-10.0,0.000894347159107045,1.7859711743272846,3.595433755002194,10165.053608105836,0.0005819379607737826
0.0018446380153771859,-10.0,0.000959946844144546,1.8589653431654223,3.59542911288894,10165.053605881014,0.0006807217907526002
0.001975698952972424,-10.0,0.0010281495648613067,1.9343744779615781,3.595424342694784,10165.053603428374,0.0007914374757508618
0.00207579800087919,-10.0,0.0010794731937052561,1.9920770282446099,3.5954206994256155,10165.053601441256,0.0008824072926963036
0.002174324669711385,-10.0,0.001130663400928053,2.048143489447439,3.5954171133955866,10165.05359939043,0.0009774629595872032
0.0022630614694465517,-10.0,0.0011754038758709099,2.099612505014355,3.5954138836916143,10165.053597462525,0.0010678220973330589
0.0023380090524111217,-10.0,0.0012132937297978958,2.143101591501836,3.595411155872644,10165.053595773896,0.0011476887966163
0.0024061279902666453,-10.0,0.0012483915938166358,2.182014181259966,3.59540867659553,10165.053594191488,0.0012231282572345297
0.0024860668452934514,-10.0,0.0012896849673838704,2.2278824282432077,3.5954057671244866,10165.053592277322,0.0013151522742452736
0.0025576615060594206,-10.0,0.0013263826517643821,2.2682848269536726,3.595403161355994,10165.053590510337,0.0014008027469786094
0.00262075743110712,-10.0,0.0013579170691101396,2.304453246459068,3.5954008649120452,10165.053588910923,0.0014788389752470724
0.0026884664276988846,-10.0,0.0013920087691716436,2.3426851360063776,3.5953984005764625,10165.05358715203,0.0015652614892617046
0.0027423485909011313,-10.0,0.0014192375881534407,2.37362714011661,3.5953964394845426,10165.053585721098,0.0016360320902222595
0.0027957691475373404,-10.0,0.0014465123509839375,2.4044532631468516,3.5953944951963472,10165.05358427403,0.0017079538118157716
0.002843867977794916,-10.0,0.0014711947428537244,2.431910852461413,3.5953927445993616,10165.053582947869,0.0017742160494081405
0.0029012722920673663,-10.0,0.0015008671332585619,2.464626836634208,3.595390655325045,10165.053581335815,0.001855174969032919
0.002968027536009723,-10.0,0.0015349393169212266,2.5025021814082113,3.5953882257208316,10165.053579420317,0.0019519050991358524
0.00304176803750649,-10.0,0.0015727467433396308,2.5439624523435143,3.5953855418882648,10165.053577254714,0.0020620058942436036
0.0030976446317956025,-10.0,0.0016010641431578512,2.5757325624425227,3.5953835082280996,10165.053575579232,0.0021477184893369146
0.00316711133438443,-10.0,0.0016352271417544079,2.6154679246024175,3.5953809799502046,10165.053573455307,0.002257039181961023
0.003227180166019687,-10.0,0.0016656594066853637,2.649306603570811,3.595378793717646,10165.053571580676,0.002354050950570397
0.0032767990457780462,-10.0,0.001690038172892762,2.677240616784257,3.5953769878188466,10165.053570005573,0.002435929363195915
0.0033401002593382045,-10.0,0.0017214602464564464,2.712430131259857,3.5953746839482137,10165.053567961328,0.0025426851149490106
0.0033876929043070597,-10.0,0.0017448153591529162,2.7384800094289523,3.5953729518016098,10165.05356639956,0.002624652949338456
0.003426072391511182,-10.0,0.0017635976902541427,2.7600576591781105,3.5953715549725644,10165.053565124565,0.0026918218610521008
0.0034661613099112166,-10.0,0.0017833458704698123,2.783022081666071,3.595370095926862,10165.05356377791,0.0027630040876415306
0.00350355601179037,-10.0,0.0018019236944459584,2.803816529893813,3.595368734941933,10165.053562507872,0.0028303458997078527
0.0035405680003245746,-10.0,0.0018203342703867669,2.8248215761725928,3.595367387887113,10165.053561237472,0.0028978974690572357
0.003574060977718142,-10.0,0.0018365004824194373,2.8428593320606983,3.5953661689074266,10165.053560076336,0.0029597989719674623
0.0036026417454430924,-10.0,0.0018505040174205273,2.8587169346722687,3.5953651287101436,10165.053559077203,0.003013203278191058
0.0036359518515579684,-10.0,0.0018664113743435938,2.876636404627864,3.5953639163882474,10165.053557903047,0.0030761213594985817
0.0036629204498624113,-10.0,0.001879374247895412,2.8908591744673435,3.595362934866515,10165.053556944673,0.0031275957015134094
0.00368682588714585,-10.0,0.0018909458070855041,2.904403974371215,3.5953620648289926,10165.053556089102,0.0031736237612154075
0.003716974484106989,-10.0,0.0019054591681979304,2.9212515580965785,3.595360967572831,10165.053555001974,0.0032322096341242394
0.003747349698618983,-10.0,0.0019204634301171418,2.9383881079842404,3.595359862069053,10165.053553897435,0.003291842740270764
0.003783604639564753,-10.0,0.0019383270741570688,2.958458789887167,3.5953585425748886,10165.053552567784,0.003363817846104793
0.003810343084745404,-10.0,0.0019510576418608002,2.9742197622878397,3.5953575694324424,10165.053551578863,0.003417458214902539
0.003833762606429415,-10.0,0.001962242765453202,2.9878770084348645,3.5953567170824052,10165.053550707016,0.003464830154073853
0.0038556380962309635,-10.0,0.0019725696277520925,3.000024777393288,3.595355920929382,10165.053549887782,0.003509408139356939
0.0038803055416418465,-10.0,0.0019846253192260183,3.0141437408961047,3.5953550231639366,10165.053548958369,0.0035600575833827767
0.0039046393058263097,-10.0,0.00199579209041768,3.028244782670403,3.5953541375428335,10165.053548036074,0.003610419099780129
0.003926355471634259,-10.0,0.002006119562787823,3.040141571587305,3.595353347188513,10165.053547208141,0.003655696775785356
0.003950966834890887,-10.0,0.0020175476423248727,3.0536195922828933,3.5953524514645028,10165.05354626412,0.003707391635830257
0.003974303378089766,-10.0,0.0020290426269217485,3.0668302690552576,3.595351602138771,10165.053545363799,0.0037567828251962097
0.004000431756565508,-10.0,0.002042407240439853,3.080703706185078,3.5953506512049818,10165.053544349666,0.0038125153440480056
0.004021545509983792,-10.0,0.0020524852011811977,3.0929079343580543,3.5953498827776462,10165.053543525137,0.0038578855937020803
0.00404215895079664,-10.0,0.0020621943598371825,3.1050602944621946,3.5953491325608553,10165.053542716105,0.003902469071868861
0.004060716126711292,-10.0,0.0020710232176971905,3.115283011216851,3.5953484571819274,10165.053541984149,0.003942849129081007
0.00408251688367412,-10.0,0.0020815615316358777,3.1283368949852015,3.5953476637531767,10165.053541120304,0.003990582712141161
0.004099207619879587,-10.0,0.002089293055800273,3.137536510606097,3.595347056302099,10165.053540455947,0.004027343732575866
0.004121365843761118,-10.0,0.0020999855188959054,3.149793650501699,3.5953462498652695,10165.053539569735,0.004076436545659369
0.004142018206156353,-10.0,0.002109764755419644,3.1615932558859114,3.5953454982327018,10165.05353873969,0.004122490862102382
0.004161357023633785,-10.0,0.00211932609756301,3.1733034595959086,3.5953447944065973,10165.053537958744,0.004165876738684053
0.004177480089761271,-10.0,0.0021270567771118935,3.181826548270021,3.595344207615806,10165.053537305015,0.004202241163967673
0.0041939605263678695,-10.0,0.0021350013264136583,3.190641349604973,3.5953436078201135,10165.05353663431,0.004239593092471228
0.004210428842978241,-10.0,0.0021425759344456887,3.1993040498425667,3.5953430084649525,10165.05353596162,0.0042771008842203105
0.004225675869625344,-10.0,0.0021499594705006488,3.207537804137035,3.5953424535571634,10165.053535336423,0.004311990534104089
0.004242093715319636,-10.0,0.0021575020144368726,3.2167041749073975,3.5953418560405375,10165.053534660618,0.004349735122835901
0.004267354076591133,-10.0,0.0021691686635221907,3.2307536808155803,3.595340936705418,10165.053533615961,0.004408164795942455
0.004288414207528647,-10.0,0.0021790599045350416,3.2423328090429737,3.5953401702344747,10165.053532740205,0.004457209171977909
0.004310075525291285,-10.0,0.0021896311717034844,3.254330856339242,3.5953393818852777,10165.053531834965,0.004507967082962919
0.004336186449918223,-10.0,0.0022013422127082037,3.269287461878358,3.595338431596351,10165.05353073785,0.004569574409619886
0.004357051914589151,-10.0,0.0022112412529527326,3.2811902611766244,3.5953376722143564,10165.053529856528,0.0046191379203437246
0.004377708004854479,-10.0,0.0022203527207736587,3.293357632381369,3.59533692044994,10165.053528979784,0.004668495357227181
0.004396362173185808,-10.0,0.002228423222791012,3.303109669056825,3.595336241547053,10165.053528184748,0.004713318483263901
0.0044142483138240275,-10.0,0.0022361572565574475,3.312808293935234,3.595335590595233,10165.053527419353,0.004756518428735957
0.0044319231007115085,-10.0,0.0022445759520718076,3.322552029428967,3.595334947334632,10165.053526659947,0.004799421723538654
0.004451748510277041,-10.0,0.002253873343861522,3.333324810448843,3.595334225803505,10165.053525804744,0.004847798406829778
0.004472654962795564,-10.0,0.0022630241981740594,3.345223197842973,3.5953334649299076,10165.053524898845,0.004899102917080581
0.004490131396819504,-10.0,0.0022703346651468145,3.3555159413958355,3.595332828889437,10165.053524138553,0.004942218662861395
